cell_name	gene_name	tissue_type	gene_id
Mesangial cell	Itga1	Kidney	ENSMUSG00000042284
Mesangial cell	Fhl1	Kidney	ENSMUSG00000023092
Medullary cell	Rarb	Kidney	ENSMUSG00000017491
Collecting duct intercalated cell	Tfcp2l1	Kidney	ENSMUSG00000026380
Mesangial cell	App	Kidney	ENSMUSG00000022892
Mesangial cell	Pcp4l1	Kidney	ENSMUSG00000038370
Collecting duct intercalated cell	Sod2	Kidney	ENSMUSG00000006818
Medullary cell	Cux1	Kidney	ENSMUSG00000029705
Mesangial cell	Pls3	Kidney	ENSMUSG00000016382
Collecting duct intercalated cell	Atp6v1a	Kidney	ENSMUSG00000052459
Mesangial cell	Phtf2	Kidney	ENSMUSG00000039987
Collecting duct intercalated cell	Rnf152	Kidney	ENSMUSG00000047496
Mesangial cell	Mgst3	Kidney	ENSMUSG00000026688
Collecting duct principal cell	Aif1l	Kidney	ENSMUSG00000001864
Collecting duct intercalated cell	Mcoln3	Kidney	ENSMUSG00000036853
Mesangial cell	Lgalsl	Kidney	ENSMUSG00000042363
Mesangial cell	Myl9	Kidney	ENSMUSG00000067818
Medullary cell	Lrriq1	Kidney	ENSMUSG00000019892
Mesangial cell	Adcy6	Kidney	ENSMUSG00000022994
Collecting duct intercalated cell		Kidney	
Medullary cell	Col5a1	Kidney	ENSMUSG00000026837
Collecting duct intercalated cell	Eps8	Kidney	ENSMUSG00000015766
Collecting duct intercalated cell	Atp6v1c2	Kidney	ENSMUSG00000020566
Collecting duct intercalated cell	Uqcr11	Kidney	ENSMUSG00000020163
Mesangial cell	Synpo	Kidney	ENSMUSG00000043079
Collecting duct principal cell	Npnt	Kidney	ENSMUSG00000040998
Collecting duct principal cell	Adh1	Kidney	ENSMUSG00000074207
Mesangial cell	Uba2	Kidney	ENSMUSG00000052997
Medullary cell	Cd24a	Kidney	ENSMUSG00000047139
Medullary cell	Cyba	Kidney	ENSMUSG00000006519
Medullary cell	Col4a1	Kidney	ENSMUSG00000031502
Collecting duct principal cell	Apela	Kidney	ENSMUSG00000079042
Mesangial cell	Oaz2	Kidney	ENSMUSG00000040652
Medullary cell	Ncam1	Kidney	ENSMUSG00000039542
Collecting duct intercalated cell	Gadd45g	Kidney	ENSMUSG00000021453
Mesangial cell	Cst3	Kidney	ENSMUSG00000027447
Collecting duct intercalated cell	Atp6v1b1	Kidney	ENSMUSG00000006269
Medullary cell	Mmp2	Kidney	ENSMUSG00000031740
Mesangial cell	Frmd6	Kidney	ENSMUSG00000048285
Mesangial cell	Ccn2	Kidney	ENSMUSG00000019997
Cortical cell	Id2	Kidney	ENSMUSG00000020644
Mesangial cell	Hbegf	Kidney	ENSMUSG00000024486
Mesangial cell	Ebf1	Kidney	ENSMUSG00000057098
Collecting duct intercalated cell	Rhcg	Kidney	ENSMUSG00000030549
Cortical cell	Cdca7	Kidney	ENSMUSG00000055612
Mesangial cell	Dstn	Kidney	ENSMUSG00000015932
Medullary cell	Pcolce	Kidney	ENSMUSG00000029718
Collecting duct intercalated cell	Kit	Kidney	ENSMUSG00000005672
Collecting duct intercalated cell	Slc25a5	Kidney	ENSMUSG00000016319
Cortical cell	Nsg1	Kidney	ENSMUSG00000029126
Collecting duct intercalated cell	Guca2a	Kidney	ENSMUSG00000023247
Medullary cell	Pdgfra	Kidney	ENSMUSG00000029231
Medullary cell	Hoxd10	Kidney	ENSMUSG00000050368
Collecting duct intercalated cell	Rgs2	Kidney	ENSMUSG00000026360
Mesangial cell	Gnas	Kidney	ENSMUSG00000027523
Medullary cell	Myl9	Kidney	ENSMUSG00000067818
Medullary cell	Tgfb1i1	Kidney	ENSMUSG00000030782
Medullary cell	Postn	Kidney	ENSMUSG00000027750
Mesangial cell	Col4a1	Kidney	ENSMUSG00000031502
Collecting duct principal cell	Phactr1	Kidney	ENSMUSG00000054728
Collecting duct intercalated cell	Ncoa7	Kidney	ENSMUSG00000039697
Mesangial cell	Ets1	Kidney	ENSMUSG00000032035
Mesangial cell	Htatsf1	Kidney	ENSMUSG00000067873
Cortical cell	Fibin	Kidney	ENSMUSG00000074971
Collecting duct principal cell	Aqp3	Kidney	ENSMUSG00000028435
Medullary cell	Ctsl	Kidney	ENSMUSG00000021477
Mesangial cell	Cd9	Kidney	ENSMUSG00000030342
Medullary cell	Enpep	Kidney	ENSMUSG00000028024
Mesangial cell	Cd248	Kidney	ENSMUSG00000056481
Mesangial cell	Mcam	Kidney	ENSMUSG00000032135
Collecting duct intercalated cell	Slc9a3r1	Kidney	ENSMUSG00000020733
Mesangial cell	Plk2	Kidney	ENSMUSG00000021701
Medullary cell	Plcb1	Kidney	ENSMUSG00000051177
Medullary cell	Tbx3	Kidney	ENSMUSG00000018604
Medullary cell	Ltbp1	Kidney	ENSMUSG00000001870
Mesangial cell	Hes1	Kidney	ENSMUSG00000022528
Medullary cell	Sema3c	Kidney	ENSMUSG00000028780
Medullary cell	Tanc1	Kidney	ENSMUSG00000035168
Mesangial cell	Map3k7cl	Kidney	ENSMUSG00000025610
Collecting duct intercalated cell	Cox7a2	Kidney	ENSMUSG00000032330
Mesangial cell	Hs3st3b1	Kidney	ENSMUSG00000070407
Mesangial cell	Acta2	Kidney	ENSMUSG00000035783
Medullary cell	Thsd4	Kidney	ENSMUSG00000032289
Medullary cell	Lbh	Kidney	ENSMUSG00000024063
Collecting duct principal cell	Krt7	Kidney	ENSMUSG00000023039
Mesangial cell	Rasl11a	Kidney	ENSMUSG00000029641
Medullary cell	Nkain4	Kidney	ENSMUSG00000027574
Mesangial cell	Adamts5	Kidney	ENSMUSG00000022894
Mesangial cell	Nrarp	Kidney	ENSMUSG00000078202
Medullary cell	Tead1	Kidney	ENSMUSG00000055320
Medullary cell	Epb41l2	Kidney	ENSMUSG00000019978
Cortical cell	Nasp	Kidney	ENSMUSG00000028693
Mesangial cell	Ano1	Kidney	ENSMUSG00000031075
Collecting duct principal cell	Lgals3	Kidney	ENSMUSG00000050335
Mesangial cell	Btg1	Kidney	ENSMUSG00000036478
Medullary cell	Wnt5a	Kidney	ENSMUSG00000021994
Cortical cell	Chchd10	Kidney	ENSMUSG00000049422
Mesangial cell	Mustn1	Kidney	ENSMUSG00000042485
Mesangial cell	Slc12a2	Kidney	ENSMUSG00000024597
Collecting duct principal cell	Gjb1	Kidney	ENSMUSG00000047797
Mesangial cell	Efnb2	Kidney	ENSMUSG00000001300
Mesangial cell	Notch3	Kidney	ENSMUSG00000038146
Collecting duct principal cell	Fxyd2	Kidney	ENSMUSG00000059412
Medullary cell	Wdr1	Kidney	ENSMUSG00000005103
Collecting duct intercalated cell	Mkks	Kidney	ENSMUSG00000027274
Medullary cell	Lsp1	Kidney	ENSMUSG00000018819
Medullary cell	Rrbp1	Kidney	ENSMUSG00000027422
Cortical cell	Ptn	Kidney	ENSMUSG00000029838
Mesangial cell	Limch1	Kidney	ENSMUSG00000037736
Collecting duct intercalated cell	Ckmt1	Kidney	ENSMUSG00000000308
Collecting duct principal cell	Spink8	Kidney	ENSMUSG00000050074
Mesangial cell	Rbpms	Kidney	ENSMUSG00000031586
Mesangial cell	Sptbn1	Kidney	ENSMUSG00000020315
Collecting duct intercalated cell	Foxi1	Kidney	ENSMUSG00000047861
Mesangial cell	Arpc2	Kidney	ENSMUSG00000006304
Medullary cell	Dclk1	Kidney	ENSMUSG00000027797
Medullary cell	Mllt3	Kidney	ENSMUSG00000028496
Collecting duct intercalated cell	Serpinb6b	Kidney	ENSMUSG00000042842
Mesangial cell	Rcan2	Kidney	ENSMUSG00000039601
Medullary cell	Ogn	Kidney	ENSMUSG00000021390
Medullary cell	Col14a1	Kidney	ENSMUSG00000022371
Collecting duct intercalated cell	Ndufv2	Kidney	ENSMUSG00000024099
Collecting duct intercalated cell	Avpr1a	Kidney	ENSMUSG00000020123
Medullary cell	Hsp90b1	Kidney	ENSMUSG00000020048
Mesangial cell	Tppp3	Kidney	ENSMUSG00000014846
Cortical cell	S100g	Kidney	ENSMUSG00000040808
Medullary cell		Kidney	
Medullary cell	Sct	Kidney	ENSMUSG00000038580
Cortical cell	Dkk1	Kidney	ENSMUSG00000024868
Cortical cell	Ank3	Kidney	ENSMUSG00000069601
Collecting duct principal cell	Cdh16	Kidney	ENSMUSG00000031881
Mesangial cell	Chp1	Kidney	ENSMUSG00000014077
Collecting duct principal cell	Elf5	Kidney	ENSMUSG00000027186
Medullary cell	Cxcl14	Kidney	ENSMUSG00000021508
Collecting duct principal cell	Tbx3	Kidney	ENSMUSG00000018604
Medullary cell	Arl4a	Kidney	ENSMUSG00000047446
Cortical cell	Mest	Kidney	ENSMUSG00000051855
Medullary cell	Col1a1	Kidney	ENSMUSG00000001506
Medullary cell	Nnat	Kidney	ENSMUSG00000067786
Mesangial cell	Col4a2	Kidney	ENSMUSG00000031503
Medullary cell	Col1a2	Kidney	ENSMUSG00000029661
Mesangial cell	Airn	Kidney	ENSMUSG00000078247
Medullary cell	Csrp1	Kidney	ENSMUSG00000026421
Medullary cell	Fblim1	Kidney	ENSMUSG00000006219
Mesangial cell	Tm4sf1	Kidney	ENSMUSG00000027800
Collecting duct intercalated cell	Tubb2a	Kidney	ENSMUSG00000058672
Mesangial cell	Gata3	Kidney	ENSMUSG00000015619
Medullary cell	Col6a1	Kidney	ENSMUSG00000001119
Collecting duct intercalated cell	Cycs	Kidney	ENSMUSG00000063694
Collecting duct intercalated cell	Tacc2	Kidney	ENSMUSG00000030852
Medullary cell	Id4	Kidney	ENSMUSG00000021379
Collecting duct intercalated cell	Mme	Kidney	ENSMUSG00000027820
Collecting duct principal cell	Rhcg	Kidney	ENSMUSG00000030549
Medullary cell	Nkd1	Kidney	ENSMUSG00000031661
Medullary cell	Acta2	Kidney	ENSMUSG00000035783
Medullary cell	Cdh11	Kidney	ENSMUSG00000031673
Medullary cell	Thy1	Kidney	ENSMUSG00000032011
Collecting duct principal cell	Malat1	Kidney	ENSMUSG00000092341
Collecting duct principal cell	Scnn1b	Kidney	ENSMUSG00000030873
Collecting duct intercalated cell	Tinagl1	Kidney	ENSMUSG00000028776
Medullary cell	Zeb2	Kidney	ENSMUSG00000026872
Mesangial cell	Rap1a	Kidney	ENSMUSG00000068798
Medullary cell	Col15a1	Kidney	ENSMUSG00000028339
Collecting duct intercalated cell	Fam13a	Kidney	ENSMUSG00000037709
Medullary cell	Wnt4	Kidney	ENSMUSG00000036856
Mesangial cell	Flna	Kidney	ENSMUSG00000031328
Medullary cell	Hoxa9	Kidney	ENSMUSG00000038227
Mesangial cell	Sparcl1	Kidney	ENSMUSG00000029309
Collecting duct intercalated cell	Sgk1	Kidney	ENSMUSG00000019970
Mesangial cell	Klf7	Kidney	ENSMUSG00000025959
Mesangial cell	Cspg4	Kidney	ENSMUSG00000032911
Mesangial cell	Apbb2	Kidney	ENSMUSG00000029207
Collecting duct intercalated cell	Syn2	Kidney	ENSMUSG00000009394
Mesangial cell	Zfhx3	Kidney	ENSMUSG00000038872
Collecting duct intercalated cell	Ldhb	Kidney	ENSMUSG00000030246
Collecting duct principal cell	Foxq1	Kidney	ENSMUSG00000038415
Medullary cell	Mylk	Kidney	ENSMUSG00000022836
Collecting duct principal cell	Atp1b1	Kidney	ENSMUSG00000026576
Mesangial cell	Cavin1	Kidney	ENSMUSG00000004044
Mesangial cell	Mylk	Kidney	ENSMUSG00000022836
Medullary cell	Pfn2	Kidney	ENSMUSG00000027805
Mesangial cell	Adam9	Kidney	ENSMUSG00000031555
Collecting duct principal cell	Edaradd	Kidney	ENSMUSG00000095105
Medullary cell	Col4a2	Kidney	ENSMUSG00000031503
Medullary cell	Heph	Kidney	ENSMUSG00000031209
Mesangial cell	Psen2	Kidney	ENSMUSG00000010609
Medullary cell	Lox	Kidney	ENSMUSG00000024529
Mesangial cell	Cd200	Kidney	ENSMUSG00000022661
Collecting duct principal cell	Gsta3	Kidney	ENSMUSG00000025934
Collecting duct principal cell	Tacstd2	Kidney	ENSMUSG00000051397
Medullary cell	Fstl1	Kidney	ENSMUSG00000022816
Mesangial cell	Arid5b	Kidney	ENSMUSG00000019947
Mesangial cell	Cd151	Kidney	ENSMUSG00000025510
Medullary cell	Kdelr3	Kidney	ENSMUSG00000010830
Medullary cell	Meg3	Kidney	ENSMUSG00000021268
Mesangial cell	4930523C07Rik	Kidney	ENSMUSG00000090394
Medullary cell	Ldb2	Kidney	ENSMUSG00000039706
Mesangial cell	Camta1	Kidney	ENSMUSG00000014592
Mesangial cell	Serinc3	Kidney	ENSMUSG00000017707
Medullary cell	Lmo4	Kidney	ENSMUSG00000028266
Medullary cell	Sparc	Kidney	ENSMUSG00000018593
Mesangial cell	Nostrin	Kidney	ENSMUSG00000034738
Collecting duct principal cell	Hsd11b2	Kidney	ENSMUSG00000031891
Medullary cell	Thbs1	Kidney	ENSMUSG00000040152
Mesangial cell	Pdgfrb	Kidney	ENSMUSG00000024620
Medullary cell	Tnc	Kidney	ENSMUSG00000028364
Mesangial cell	Igfbp7	Kidney	ENSMUSG00000036256
Mesangial cell	Sh2b3	Kidney	ENSMUSG00000042594
Collecting duct intercalated cell	Atp6v1e1	Kidney	ENSMUSG00000019210
Mesangial cell	Rgs3	Kidney	ENSMUSG00000059810
Medullary cell	Colec12	Kidney	ENSMUSG00000036103
Collecting duct intercalated cell	Car2	Kidney	ENSMUSG00000027562
Mesangial cell	Dag1	Kidney	ENSMUSG00000039952
Collecting duct intercalated cell	Gm10221	Kidney	ENSMUSG00000067719
Mesangial cell	Cavin3	Kidney	ENSMUSG00000037060
Medullary cell	Selenos	Kidney	ENSMUSG00000075701
Mesangial cell	Vim	Kidney	ENSMUSG00000026728
Collecting duct intercalated cell	Chchd10	Kidney	ENSMUSG00000049422
Medullary cell	Tmem47	Kidney	ENSMUSG00000025666
Mesangial cell	Il13ra1	Kidney	ENSMUSG00000017057
Collecting duct intercalated cell	Pde1a	Kidney	ENSMUSG00000059173
Mesangial cell	Mfge8	Kidney	ENSMUSG00000030605
Mesangial cell	Rgs5	Kidney	ENSMUSG00000026678
Mesangial cell	Cited2	Kidney	ENSMUSG00000039910
Collecting duct intercalated cell	Tmbim4	Kidney	ENSMUSG00000020225
Collecting duct intercalated cell	Ppargc1a	Kidney	ENSMUSG00000029167
Cortical cell	Alcam	Kidney	ENSMUSG00000022636
Collecting duct principal cell	Ednrb	Kidney	ENSMUSG00000022122
Medullary cell	Hoxa10	Kidney	ENSMUSG00000000938
Medullary cell	Fn1	Kidney	ENSMUSG00000026193
Mesangial cell	Dusp3	Kidney	ENSMUSG00000003518
Mesangial cell	Mef2c	Kidney	ENSMUSG00000005583
Collecting duct principal cell	Fstl1	Kidney	ENSMUSG00000022816
Mesangial cell	Tcaf1	Kidney	ENSMUSG00000036667
Mesangial cell	Adgrg6	Kidney	ENSMUSG00000039116
Mesangial cell	Zyx	Kidney	ENSMUSG00000029860
Collecting duct principal cell	Ivns1abp	Kidney	ENSMUSG00000023150
Mesangial cell	Robo1	Kidney	ENSMUSG00000022883
Mesangial cell	Msn	Kidney	ENSMUSG00000031207
Mesangial cell	Emid1	Kidney	ENSMUSG00000034164
Collecting duct intercalated cell	Tdrp	Kidney	ENSMUSG00000050052
Collecting duct intercalated cell	Efhd1	Kidney	ENSMUSG00000026255
Collecting duct intercalated cell	Ociad2	Kidney	ENSMUSG00000029153
Mesangial cell	Rergl	Kidney	ENSMUSG00000092164
Medullary cell	Tmsb4x	Kidney	ENSMUSG00000049775
Collecting duct intercalated cell	Itpr2	Kidney	ENSMUSG00000030287
Collecting duct intercalated cell	Emb	Kidney	ENSMUSG00000021728
Medullary cell	Ogfrl1	Kidney	ENSMUSG00000026158
Collecting duct principal cell	Sgk1	Kidney	ENSMUSG00000019970
Mesangial cell	Bcam	Kidney	ENSMUSG00000002980
Mesangial cell	Vcl	Kidney	ENSMUSG00000021823
Mesangial cell	Jag1	Kidney	ENSMUSG00000027276
Medullary cell	Mfap5	Kidney	ENSMUSG00000030116
Medullary cell	Rarres2	Kidney	ENSMUSG00000009281
Mesangial cell	Cpd	Kidney	ENSMUSG00000020841
Collecting duct intercalated cell	Tmem117	Kidney	ENSMUSG00000063296
Medullary cell	Ckb	Kidney	ENSMUSG00000001270
Mesangial cell	Abi2	Kidney	ENSMUSG00000026782
Collecting duct intercalated cell	Tmem213	Kidney	ENSMUSG00000029829
Medullary cell	Svil	Kidney	ENSMUSG00000024236
Medullary cell	Bgn	Kidney	ENSMUSG00000031375
Medullary cell	Col3a1	Kidney	ENSMUSG00000026043
Mesangial cell	Rap2a	Kidney	ENSMUSG00000051615
Mesangial cell	Fam107b	Kidney	ENSMUSG00000026655
Medullary cell	Ncald	Kidney	ENSMUSG00000051359
Collecting duct intercalated cell	Aldh1l1	Kidney	ENSMUSG00000030088
Cortical cell	Pcna-ps2	Kidney	ENSMUSG00000067608
Medullary cell	Efemp2	Kidney	ENSMUSG00000024909
Mesangial cell	S100a13	Kidney	ENSMUSG00000042312
Medullary cell	Trps1	Kidney	ENSMUSG00000038679
Mesangial cell	Fam162a	Kidney	ENSMUSG00000003955
Mesangial cell	Cbfa2t3	Kidney	ENSMUSG00000006362
Medullary cell	Wnt11	Kidney	ENSMUSG00000015957
Mesangial cell	2810025M15Rik	Kidney	ENSMUSG00000049881
Collecting duct intercalated cell	Hepacam2	Kidney	ENSMUSG00000044156
Mesangial cell	Tpm2	Kidney	ENSMUSG00000028464
Mesangial cell	Mecom	Kidney	ENSMUSG00000027684
Mesangial cell	Tinagl1	Kidney	ENSMUSG00000028776
Mesangial cell	Prex2	Kidney	ENSMUSG00000048960
Medullary cell	Cavin2	Kidney	ENSMUSG00000045954
Medullary cell	Flrt2	Kidney	ENSMUSG00000047414
Collecting duct intercalated cell	Rcan2	Kidney	ENSMUSG00000039601
Medullary cell	Tpm1	Kidney	ENSMUSG00000032366
Collecting duct intercalated cell	Slc26a4	Kidney	ENSMUSG00000020651
Mesangial cell	Lpp	Kidney	ENSMUSG00000033306
Mesangial cell		Kidney	
Medullary cell	Thbs2	Kidney	ENSMUSG00000023885
Medullary cell	Fbln5	Kidney	ENSMUSG00000021186
Medullary cell	Mgll	Kidney	ENSMUSG00000033174
Mesangial cell	Serpini1	Kidney	ENSMUSG00000027834
Collecting duct intercalated cell	Atp6v1h	Kidney	ENSMUSG00000033793
Collecting duct intercalated cell	Hexb	Kidney	ENSMUSG00000021665
Medullary cell	Pcdhga9	Kidney	ENSMUSG00000102440
Medullary cell	Zswim6	Kidney	ENSMUSG00000032846
Mesangial cell	Cert1	Kidney	ENSMUSG00000021669
Medullary cell	Cldn11	Kidney	ENSMUSG00000037625
Medullary cell	Htra3	Kidney	ENSMUSG00000029096
Medullary cell	Snhg18	Kidney	ENSMUSG00000096956
Medullary cell	Mfap4	Kidney	ENSMUSG00000042436
Medullary cell	Hoxa11	Kidney	ENSMUSG00000038210
Medullary cell	Bok	Kidney	ENSMUSG00000026278
Collecting duct intercalated cell	Parm1	Kidney	ENSMUSG00000034981
Collecting duct principal cell	Plet1	Kidney	ENSMUSG00000032068
Medullary cell	6330403K07Rik	Kidney	ENSMUSG00000018451
Cortical cell	Slf2	Kidney	ENSMUSG00000036097
Mesangial cell	Limd1	Kidney	ENSMUSG00000025239
Mesangial cell	Ednrb	Kidney	ENSMUSG00000022122
Mesangial cell	Hip1	Kidney	ENSMUSG00000039959
Collecting duct principal cell	Tubb2a	Kidney	ENSMUSG00000058672
Mesangial cell	Cyb5r3	Kidney	ENSMUSG00000018042
Mesangial cell	Carmn	Kidney	ENSMUSG00000097324
Medullary cell	Nfat5	Kidney	ENSMUSG00000003847
Collecting duct principal cell	Hsd3b6	Kidney	ENSMUSG00000027869
Cortical cell	Pcna	Kidney	ENSMUSG00000027342
Mesangial cell	Nrp1	Kidney	ENSMUSG00000025810
Collecting duct intercalated cell	Dab2	Kidney	ENSMUSG00000022150
Mesangial cell	Afap1l2	Kidney	ENSMUSG00000025083
Mesangial cell	Vasp	Kidney	ENSMUSG00000030403
Mesangial cell	Csrp2	Kidney	ENSMUSG00000020186
Collecting duct intercalated cell	Mindy1	Kidney	ENSMUSG00000038712
Collecting duct intercalated cell	Slc4a9	Kidney	ENSMUSG00000024485
Medullary cell	Mmp23	Kidney	ENSMUSG00000029061
Collecting duct intercalated cell	Atp6v0b	Kidney	ENSMUSG00000033379
Collecting duct principal cell	Id3	Kidney	ENSMUSG00000007872
Mesangial cell	Pkig	Kidney	ENSMUSG00000035268
Collecting duct intercalated cell	Acat1	Kidney	ENSMUSG00000032047
Medullary cell	Tagln	Kidney	ENSMUSG00000032085
Collecting duct intercalated cell	Dkk3	Kidney	ENSMUSG00000030772
Mesangial cell	Dbi	Kidney	ENSMUSG00000026385
Collecting duct intercalated cell	Gm10053	Kidney	ENSMUSG00000058927
Medullary cell	Eid1	Kidney	ENSMUSG00000091337
Medullary cell	Angpt1	Kidney	ENSMUSG00000022309
Mesangial cell	Ndufa4l2	Kidney	ENSMUSG00000040280
Mesangial cell	Ppp1r12a	Kidney	ENSMUSG00000019907
Mesangial cell	Gng11	Kidney	ENSMUSG00000032766
Medullary cell	Rcn3	Kidney	ENSMUSG00000019539
Mesangial cell	Dkk2	Kidney	ENSMUSG00000028031
Collecting duct principal cell	Ctsd	Kidney	ENSMUSG00000007891
Collecting duct principal cell	Krt18	Kidney	ENSMUSG00000023043
Medullary cell	Pam	Kidney	ENSMUSG00000026335
Cortical cell	Mcm5	Kidney	ENSMUSG00000005410
Collecting duct intercalated cell	Defb1	Kidney	ENSMUSG00000044748
Mesangial cell	S100a6	Kidney	ENSMUSG00000001025
Mesangial cell	Pdgfa	Kidney	ENSMUSG00000025856
Collecting duct principal cell	Pdzk1ip1	Kidney	ENSMUSG00000028716
Mesangial cell	Ptp4a3	Kidney	ENSMUSG00000059895
Collecting duct intercalated cell	Aco2	Kidney	ENSMUSG00000022477
Mesangial cell	Art3	Kidney	ENSMUSG00000034842
Medullary cell	Rhoj	Kidney	ENSMUSG00000046768
Medullary cell	Pmp22	Kidney	ENSMUSG00000018217
Collecting duct intercalated cell	Serpinb9	Kidney	ENSMUSG00000045827
Mesangial cell	Agtr1a	Kidney	ENSMUSG00000049115
Collecting duct intercalated cell	Prdx5	Kidney	ENSMUSG00000024953
Collecting duct intercalated cell	Car12	Kidney	ENSMUSG00000032373
Mesangial cell	Blmh	Kidney	ENSMUSG00000020840
Medullary cell	Ece1	Kidney	ENSMUSG00000057530
Collecting duct intercalated cell	Hook3	Kidney	ENSMUSG00000037234
Mesangial cell	LTO1	Kidney	ENSMUSG00000031072
Collecting duct principal cell	Btc	Kidney	ENSMUSG00000082361
Mesangial cell	Igf2	Kidney	ENSMUSG00000048583
Collecting duct intercalated cell	Aqp6	Kidney	ENSMUSG00000043144
Collecting duct intercalated cell	Insrr	Kidney	ENSMUSG00000005640
Mesangial cell	Actn4	Kidney	ENSMUSG00000054808
Collecting duct intercalated cell	Mdh1	Kidney	ENSMUSG00000020321
Mesangial cell	Tpm1	Kidney	ENSMUSG00000032366
Collecting duct intercalated cell	Atp6ap2	Kidney	ENSMUSG00000031007
Medullary cell	Ccnd2	Kidney	ENSMUSG00000000184
Medullary cell	Igfbp2	Kidney	ENSMUSG00000039323
Mesangial cell	Akr1b7	Kidney	ENSMUSG00000052131
Mesangial cell	Fam81a	Kidney	ENSMUSG00000032224
Mesangial cell	Cep112	Kidney	ENSMUSG00000020728
Medullary cell	Gm1673	Kidney	ENSMUSG00000070858
Collecting duct intercalated cell	S100a1	Kidney	ENSMUSG00000044080
Mesangial cell	Ndrg2	Kidney	ENSMUSG00000004558
Collecting duct intercalated cell	Clcn5	Kidney	ENSMUSG00000004317
Collecting duct principal cell	Aqp2	Kidney	ENSMUSG00000023013
Medullary cell	Sema5a	Kidney	ENSMUSG00000022231
Mesangial cell	Myo1b	Kidney	ENSMUSG00000018417
Collecting duct intercalated cell	Atp6v0e	Kidney	ENSMUSG00000015575
Mesangial cell	Lmna	Kidney	ENSMUSG00000028063
Mesangial cell	Fermt2	Kidney	ENSMUSG00000037712
Medullary cell	Epha4	Kidney	ENSMUSG00000026235
Mesangial cell	Rapgef4	Kidney	ENSMUSG00000049044
Collecting duct principal cell	Cav1	Kidney	ENSMUSG00000007655
Collecting duct intercalated cell	Cox6a1	Kidney	ENSMUSG00000041697
Collecting duct intercalated cell	Sdhd	Kidney	ENSMUSG00000000171
Mesangial cell	Rasgrp2	Kidney	ENSMUSG00000032946
Mesangial cell	Tagln2	Kidney	ENSMUSG00000026547
Collecting duct intercalated cell	Atp6v1g3	Kidney	ENSMUSG00000026394
Collecting duct principal cell	Fxyd4	Kidney	ENSMUSG00000004988
Collecting duct principal cell	Akr1c19	Kidney	ENSMUSG00000071551
Collecting duct principal cell	Avpr2	Kidney	ENSMUSG00000031390
Collecting duct intercalated cell	Atp6v1d	Kidney	ENSMUSG00000021114
Collecting duct principal cell	Neat1	Kidney	ENSMUSG00000092274
Collecting duct principal cell	Scg5	Kidney	ENSMUSG00000023236
Mesangial cell	Slc6a6	Kidney	ENSMUSG00000030096
Mesangial cell	Itga4	Kidney	ENSMUSG00000027009
Mesangial cell	Tagln	Kidney	ENSMUSG00000032085
Medullary cell	Basp1	Kidney	ENSMUSG00000045763
Mesangial cell	Sorbs2	Kidney	ENSMUSG00000031626
Collecting duct intercalated cell	Ppfibp2	Kidney	ENSMUSG00000036528
Medullary cell	Cdkn1c	Kidney	ENSMUSG00000037664
Medullary cell	Ntm	Kidney	ENSMUSG00000059974
Medullary cell	Prss23	Kidney	ENSMUSG00000039405
Mesangial cell	Myl6	Kidney	ENSMUSG00000090841
Mesangial cell	Iqgap1	Kidney	ENSMUSG00000030536
Collecting duct principal cell	Cdkl1	Kidney	ENSMUSG00000020990
Medullary cell	Rab34	Kidney	ENSMUSG00000002059
Collecting duct intercalated cell	Aplp2	Kidney	ENSMUSG00000031996
Mesangial cell	Myh11	Kidney	ENSMUSG00000018830
Collecting duct principal cell	Ranbp3l	Kidney	ENSMUSG00000048424
Collecting duct intercalated cell	Atp12a	Kidney	ENSMUSG00000022229
Medullary cell	Klhl13	Kidney	ENSMUSG00000036782
Mesangial cell	Kcnj8	Kidney	ENSMUSG00000030247
Medullary cell	Lef1	Kidney	ENSMUSG00000027985
Medullary cell	Sfrp1	Kidney	ENSMUSG00000031548
Mesangial cell	Rnf144a	Kidney	ENSMUSG00000020642
Medullary cell	S100a10	Kidney	ENSMUSG00000041959
Medullary cell	Filip1l	Kidney	ENSMUSG00000043336
Mesangial cell	Rsu1	Kidney	ENSMUSG00000026727
Mesangial cell	Esam	Kidney	ENSMUSG00000001946
Mesangial cell	Tns3	Kidney	ENSMUSG00000020422
Collecting duct principal cell	Arhgdib	Kidney	ENSMUSG00000030220
Mesangial cell	F2r	Kidney	ENSMUSG00000048376
Mesangial cell	Hopx	Kidney	ENSMUSG00000059325
Medullary cell	Cfh	Kidney	ENSMUSG00000026365
Mesangial cell	Heyl	Kidney	ENSMUSG00000032744
Medullary cell	Map1b	Kidney	ENSMUSG00000052727
Collecting duct intercalated cell	Cystm1	Kidney	ENSMUSG00000046727
Mesangial cell	Alad	Kidney	ENSMUSG00000028393
Medullary cell	Dnajc5	Kidney	ENSMUSG00000000826
Medullary cell	Cnn2	Kidney	ENSMUSG00000004665
Mesangial cell	Steap4	Kidney	ENSMUSG00000012428
Medullary cell	Sdc2	Kidney	ENSMUSG00000022261
Collecting duct intercalated cell	Ralgapa2	Kidney	ENSMUSG00000037110
Medullary cell	Nrep	Kidney	ENSMUSG00000042834
Collecting duct principal cell	Cryab	Kidney	ENSMUSG00000032060
Collecting duct intercalated cell	Pgrmc1	Kidney	ENSMUSG00000006373
Mesangial cell	Aoc3	Kidney	ENSMUSG00000019326
